0.0706074	0.0731015	5.80243
0.141215	0.0731015	5.80188
0.211822	0.0731015	5.80131
0.282429	0.0731015	5.79901
0.353037	0.0731015	5.79907
0.423644	0.0731015	5.80199
0.494252	0.0731015	5.79898
0.564859	0.0731015	5.79931
0.635466	0.0731015	5.8013
0.706074	0.0731015	5.80175
0.776681	0.0731015	5.80224
0.847288	0.0731015	5.80167
0.917896	0.0731015	5.80108
0.988503	0.0731015	5.79906
1.05911	0.0731015	5.79877
1.12972	0.0731015	5.80069
1.20033	0.0731015	5.79987
1.27093	0.0731015	5.79956
1.34154	0.0731015	5.80021
1.41215	0.0731015	5.79977
1.48275	0.0731015	5.80025
1.55336	0.0731015	5.79976
1.62397	0.0731015	5.8002
1.69458	0.0731015	5.79951
1.76518	0.0731015	5.79984
1.83579	0.0731015	5.80077
1.9064	0.0731015	5.7986
1.97701	0.0731015	5.79899
2.04761	0.0731015	5.80115
2.11822	0.0731015	5.80183
2.18883	0.0731015	5.8024
2.25944	0.0731015	5.80193
2.33004	0.0731015	5.80138
2.40065	0.0731015	5.79929
2.47126	0.0731015	5.79887
2.54186	0.0731015	5.8018
2.61247	0.0731015	5.79924
2.68308	0.0731015	5.79937
2.75369	0.0731015	5.80136
2.82429	0.0731015	5.8017
2.8949	0.0731015	5.80228
2.96551	0.0731015	5.80163
3.03612	0.0731015	5.80099
3.10672	0.0731015	5.79884
3.17733	0.0731015	5.79896
3.24794	0.0731015	5.8007
3.31855	0.0731015	5.79979
3.38915	0.0731015	5.7996
3.45976	0.0731015	5.80018
3.53037	0.0731015	5.79979
3.60098	0.0731015	5.80022
3.67158	0.0731015	5.79979
3.74219	0.0731015	5.80016
3.8128	0.0731015	5.79959
3.8834	0.0731015	5.79983
3.95401	0.0731015	5.80056
4.02462	0.0731015	5.79884
4.09523	0.0731015	5.79909
4.16583	0.0731015	5.80119
4.23644	0.0731015	5.80179
4.30705	0.0731015	5.80244
4.37766	0.0731015	5.80188
4.44826	0.0731015	5.80131
4.51887	0.0731015	5.799
4.58948	0.0731015	5.79907
4.66009	0.0731015	5.80199
4.73069	0.0731015	5.79898
4.8013	0.0731015	5.79931
4.87191	0.0731015	5.8013
4.94252	0.0731015	5.80175
5.01312	0.0731015	5.80224
5.08373	0.0731015	5.80167
5.15434	0.0731015	5.80108
5.22494	0.0731015	5.79906
5.29555	0.0731015	5.79877
5.36616	0.0731015	5.80069
5.43677	0.0731015	5.79987
5.50737	0.0731015	5.79956
5.57798	0.0731015	5.80021
5.64859	0.0731015	5.79977
5.7192	0.0731015	5.80025
5.7898	0.0731015	5.79976
5.86041	0.0731015	5.8002
5.93102	0.0731015	5.79951
6.00163	0.0731015	5.79984
6.07223	0.0731015	5.80077
6.14284	0.0731015	5.7986
6.21345	0.0731015	5.79899
6.28405	0.0731015	5.80115
6.35466	0.0731015	5.80183
6.42527	0.0731015	5.8024
6.49588	0.0731015	5.80193
6.56648	0.0731015	5.80138
6.63709	0.0731015	5.79929
6.7077	0.0731015	5.79887
6.77831	0.0731015	5.8018
6.84891	0.0731015	5.79924
6.91952	0.0731015	5.79937
6.99013	0.0731015	5.80136
7.06074	0.0731015	5.80171
7.13134	0.0731015	5.80228
7.20195	0.0731015	5.80163
7.27256	0.0731015	5.80099
7.34317	0.0731015	5.79884
7.41377	0.0731015	5.79896
7.48438	0.0731015	5.8007
7.55499	0.0731015	5.7998
7.62559	0.0731015	5.7996
7.6962	0.0731015	5.80018
7.76681	0.0731015	5.7998
7.83742	0.0731015	5.80023
7.90802	0.0731015	5.7998
7.97863	0.0731015	5.80017
8.04924	0.0731015	5.79959
8.11985	0.0731015	5.79983
8.19045	0.0731015	5.80056
8.26106	0.0731015	5.79884
8.33167	0.0731015	5.79909
8.40228	0.0731015	5.80119
8.47288	0.0731015	5.80145
0.0706074	0.146203	5.79781
0.141215	0.146203	5.79851
0.211822	0.146203	5.79919
0.282429	0.146203	5.80163
0.353037	0.146203	5.8016
0.423644	0.146203	5.79863
0.494252	0.146203	5.8017
0.564859	0.146203	5.80133
0.635466	0.146203	5.79923
0.706074	0.146203	5.79868
0.776681	0.146203	5.79807
0.847288	0.146203	5.79854
0.917896	0.146203	5.79901
0.988503	0.146203	5.80094
1.05911	0.146203	5.8011
1.12972	0.146203	5.79901
1.20033	0.146203	5.79976
1.27093	0.146203	5.79997
1.34154	0.146203	5.79922
1.41215	0.146203	5.79963
1.48275	0.146203	5.79911
1.55336	0.146203	5.79962
1.62397	0.146203	5.79922
1.69458	0.146203	5.8
1.76518	0.146203	5.79975
1.83579	0.146203	5.79889
1.9064	0.146203	5.80124
1.97701	0.146203	5.80098
2.04761	0.146203	5.79889
2.11822	0.146203	5.79832
2.18883	0.146203	5.79786
2.25944	0.146203	5.79845
2.33004	0.146203	5.79911
